generation,best_fitness,confidence_threshold,max_cosine_distance,image_resize_dim,brightness,contrast
0,0.30416666666666664,0.5284420622170605,0.26677527454272854,512,-49.54794732767608,0.5550196544986582
1,0.39166666666666666,0.5284420622170605,0.26677527454272854,512,11.513874997215723,0.8516761117445271
2,0.2791666666666667,0.586340781160711,0.26677527454272854,224,-10.152930723584966,0.8516761117445271
3,0.28214285714285714,0.5284420622170605,0.133584696561543,512,-49.54794732767608,1.487277716954337
0,0.325,0.5216709321892385,0.28064840314707223,512,47.8027085844146,0.8908103470562074
1,0.4305555555555555,0.5216709321892385,0.18752260387924813,256,-41.24030202430377,0.8908103470562074
2,0.23499999999999996,0.5216709321892385,0.18752260387924813,256,-41.24030202430377,1.6951524764916577
3,0.23499999999999996,0.5216709321892385,0.18752260387924813,256,-41.24030202430377,1.6951524764916577
4,0.23499999999999996,0.5216709321892385,0.18752260387924813,256,-41.24030202430377,1.6951524764916577
